"","tweets.text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","score"
"839","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"840","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"841","RT Rape is not a tool to make a character stronger A woman doesnt need to be victimized in order to become a butterfly Th",2,0,2,2,0,2,1,0,-1.25
"842","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"843","I was beheaded by and it satisfy me",0,0,0,0,0,0,0,0,1
"844","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"845","RT So about that Aaron Rodgers cameo  this interview seems to confirm it ",0,0,0,0,0,0,0,0,0
"846","RT The Last of the Starks is second lowest rated episode of everNo matter the scores of the final two",0,0,0,0,0,1,0,0,-0.5
"847","RT Only two episodes leftThe final season of airs Sundays on ",0,0,1,0,0,0,0,0,0
"848","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"849","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"850","RT What its called when you make woman a knight Take her Virginity then disappear ",0,1,0,1,0,0,0,0,0.5
"851","Scrolling through the tl and mistakenly reading spoilers of ",0,0,0,0,0,0,0,0,-0.7
"852","RT Only two episodes leftThe final season of airs Sundays on ",0,0,1,0,0,0,0,0,0
"853","When Arya was fighting Night King and he thought he had her where he needed herNight King and Arya ",1,1,0,0,0,0,0,0,-0.7
"854","RT it hurts right in my woof woof",0,0,0,0,0,0,0,0,0.05
"855","WINTER IS HEREOn this weeks episode were talkingetiquette Reviewing Episode ",0,0,0,0,0,0,0,0,0
"856","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"857","RT What its called when you make woman a knight Take her Virginity then disappear ",0,1,0,1,0,0,0,0,0.5
"858","RT The drama over the Starbucks cup continues On Tuesday Ser Davos blamed Emilia Clar",0,0,0,0,0,0,0,0,-0.75
"859","RT Give us this spinoff  ",0,0,0,0,0,0,0,0,0
"860","Suggested vid on Youtube Euron sucks I see the algorithm is working ",0,0,0,0,0,0,0,0,-0.25
"861","I hope we have to hear this speech  ",0,1,0,0,1,0,1,1,0.75
"862","RT Rape is not a tool to make a character stronger A woman doesnt need to be victimized in order to become a butterfly Th",2,0,2,2,0,2,1,0,-1.25
"863","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"864","RT Guys Imagine after all is said and done next week ends with young Bran waking up from his Season  coma an",0,1,1,1,1,1,1,0,-0.6
"865","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"866","the battle of helms deepbattle of the hornburg is greater than the battle of winterfell ",1,0,0,0,0,0,0,0,0
"867","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"868","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"869","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"870","RT Just seen episode  and why is nobody talking about being the coolest man on the planet  ",0,0,0,0,0,0,0,0,0.5
"871","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"872","RT Who is dying on Monday",1,0,1,1,0,1,0,0,-0.5
"873","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"874","really knows how to fuck up a good show smh ",0,1,0,0,1,0,1,2,-0.25
"875","RT The Last of the Starks is second lowest rated episode of everNo matter the scores of the final two",0,0,0,0,0,1,0,0,-0.5
"876","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"877","I cant believe brain dead people think that were mad because they killed Missandei Nobody cares ",1,0,1,1,0,1,0,0,-1.25
"878","RT RT amp follow for a chance to WIN a Daenerys Targaryen on Iron Throne Pop ",0,0,0,0,0,0,2,2,1.35
"879","Oh so thats where Bran Stark was during the ",0,0,1,0,0,0,0,1,-0.5
"880","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"881","RT Jane the virgin and Game of thrones writers seeing each other after writing and ruining the plot and destroying the characte",1,0,0,1,0,1,0,1,-1.1
"882","RT I replaced Eurons green screen ",0,0,0,0,1,0,0,1,0
"883","RT Grey Worm is that you cc ",0,1,0,0,0,0,1,0,-0.25
"884","RT Grey Worm is that you cc ",0,1,0,0,0,0,1,0,-0.25
"885","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"886","RT I replaced Eurons green screen ",0,0,0,0,1,0,0,1,0
"887","So about that Aaron Rodgers cameo  this interview seems to confirm it  ",0,0,0,0,0,0,0,0,0
"888","RT My babies deserve better  ",1,1,0,0,0,0,0,1,1.05
"889","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"890","RT amp being the best deal maker for power which is ",0,1,0,0,1,0,1,1,0.75
"891","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"892","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"893","RT Guys Imagine after all is said and done next week ends with young Bran waking up from his Season  coma an",0,1,1,1,1,1,1,0,-0.6
"894","RT This is a lovely piece from about the late great actor Roy Dotrice  Hallyne the Pyromancer in y",0,1,0,0,1,2,1,1,1
"895","RT Legend  ",0,0,0,0,0,0,0,0,0
"896","RT me keeping my friends secrets VS my friends keeping mine ",0,0,0,0,0,0,0,0,0
"897","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"898","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"899","It doesnt effect my enjoyment of anything that someone else doesnt feel the same way Im not so ",0,0,0,0,0,0,0,0,1
"900","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"901","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"902","Power is power BURN IT DOWN ",0,0,0,0,0,0,0,0,-0.4
"903","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"904","RT For seven and a half seasons has told viewers Daenerys Targaryen is a ruler capable of compromise a monarch",0,0,0,0,0,0,0,0,0.5
"905","Cant agree more And Im already here for real  Cant wait to sta ",0,1,0,0,0,0,0,1,0.5
"906","RT Me Jaime is easily one the best characters of the series his character development has been amazingJaime",0,0,0,0,0,0,0,1,0.5
"907","Really Game of Thrones crew a Starbucks cup Who dropped the ball I remember when everyone was having a meltdown ",0,0,0,0,0,1,0,1,-0.75
"908","Still love him Even tho he can be a dumbass sometimes Hes a lovable dumbass damnitAnd even tho it will probab ",0,0,0,0,2,0,0,1,0.5
"909","RT Hey I had the pleasure of profiling for the April issue of Happy weekend yall",0,1,0,0,1,0,0,1,1.25
"910","Are you both a fan and drinker  Disclaimer I wrote this story but Ive never seen an epis ",0,0,0,0,0,0,0,0,0
"911","RT Exclusive new footage leaks from SE of ",0,0,0,0,0,0,0,0,0.3
"912","RT and represent two opposite but effective strategies we promise we arent reaching",0,0,0,0,1,0,0,2,1.55
"913","RT Me Jaime is easily one the best characters of the series his character development has been amazingJaime",0,0,0,0,0,0,0,1,0.5
"914","RT We promise that youll never find another like The pop monarch is back with new music a new outlook on life and",0,0,0,0,2,1,1,1,2.65
"915","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"916","RT Check out artist beautiful tarot cards ",0,0,0,0,1,0,0,0,1.35
"917","RT it hurts right in my woof woof",0,0,0,0,0,0,0,0,0.05
"918","RT and represent two opposite but effective strategies we promise we arent reaching",0,0,0,0,1,0,0,2,1.55
"919","RT Kit Harington when asked to describe the S finale in one word ",0,0,0,0,0,0,0,1,0
"920","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"921","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"922","RT Last Episode of Last SceneSamwell Tarley is the only survivor Sam picks up the phone Dials a",0,0,0,0,0,0,0,0,0.5
"923","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"924","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"925","Not today Probably not tomorrow either Eh   DArya ",0,1,0,0,0,0,0,0,0
"926","RT Only two more episodes of to go Breaking down what is in store ",0,1,0,0,0,0,0,0,-0.6
"927","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"928","RT Creators Plan to Be Very Drunk and Far From the Internet When Series Finale Airs ht",0,1,1,0,0,0,0,1,-0.5
"929","Basically if you like Xmen Origins Wolverine  youll thoroughly enjoy the final episodes of GOT ",0,1,0,0,1,0,0,1,1.25
"930","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"931","RT interesting",0,0,0,0,0,0,0,0,0.75
"932","A sneak peak of episode  amp planning to attack Kings landing ",2,1,0,2,0,0,1,1,-1
"933","and represent two opposite but effective strategies we promise we arent rea ",0,0,0,0,1,0,0,2,1.55
"934","RT Give us this spinoff  ",0,0,0,0,0,0,0,0,0
"935","Daenarys when she hears the bells in Kings Landing ",0,0,0,0,0,0,0,0,0
"936","RT If the Starbucks snafu happened with album sleeves ",0,0,0,0,0,0,0,0,0
"937","RT What its called when you make woman a knight Take her Virginity then disappear ",0,1,0,1,0,0,0,0,0.5
"938","RT Creators Plan to Be Very Drunk and Far From the Internet When Series Finale Airs ht",0,1,1,0,0,0,0,1,-0.5
"939","RT Friday dudes  That means weekend and we are that much closer to another episode of forget about Mot",0,0,0,0,0,0,0,0,-0.5
"940","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"941","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"942","RT How hood niggas watch Game of Thrones  ",1,1,1,2,0,0,0,0,-0.25
"943","RT Creators Plan to Be Very Drunk and Far From the Internet When Series Finale Airs ht",0,1,1,0,0,0,0,1,-0.5
"944","RT Give us this spinoff  ",0,0,0,0,0,0,0,0,0
"945","Hopefully lots of deaths  RT Only two more episodes of to go Breaking down what is in store ",0,1,0,0,0,0,0,0,0
"946","RT Only two more episodes of to go Breaking down what is in store ",0,1,0,0,0,0,0,0,-0.6
"947","RT Presentation on development of Source ontology for behaviour change interventions accepted for in Dubrovnik  see",0,0,0,1,0,0,0,0,0.8
"948","RT Guys Imagine after all is said and done next week ends with young Bran waking up from his Season  coma an",0,1,1,1,1,1,1,0,-0.6
"949","RT Kit Harington when asked to describe the S finale in one word ",0,0,0,0,0,0,0,1,0
"950","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"951","RT Portlands not going down just yet ",0,0,0,0,0,0,0,0,0
"952","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"953","RT                  ",0,0,0,0,0,0,0,0,0
"954","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"955","Cersei is not gonna have another baby A  witch once told her that she will have only three children and a young gi ",1,1,1,1,2,0,1,0,0.6
"956","RT DampD throwing every seasonslong characters arc out the window in the span of  episodes ",0,0,0,0,0,0,0,0,0
"957","RT If you have any last words now is the time",1,1,0,0,0,0,0,0,0
"958","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"959","RT When I was watching and saw fight I said thats Filipino Martial Arts So I called HBO an",2,0,0,1,0,0,0,0,-0.9
"960","More dragons ",0,0,0,0,0,0,0,0,0
"961","RT Look What You Made Me Do is literally Arya Starks kill list King of My Heart was influenced by Khal Drogo and Daenerys ",0,0,0,1,0,1,0,0,-0.65
"962","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"963","RT Give us this spinoff  ",0,0,0,0,0,0,0,0,0
"964","RT If you were upset by the continuity mistake on I spotted one more ",1,0,0,0,0,2,0,0,-1.1
"965","Any theories about   ",0,0,0,0,0,0,0,0,0
"966","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"967","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"968","More heroes and villains Today big hands amp lil hands ",0,0,0,0,0,0,0,0,0.05
"969","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"970","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"971","Only two more episodes of to go Breaking down what is in store ",0,1,0,0,0,0,0,0,-0.6
"972","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"973","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"974","RT How is different than your space Does yours haveDRAGONS Stop by tomorrow night P",0,1,0,0,0,0,0,0,-0.4
"975","RT Guys Imagine after all is said and done next week ends with young Bran waking up from his Season  coma an",0,1,1,1,1,1,1,0,-0.6
"976","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"977","RT episode ratings up to Season  Episode  Talk about a nose dive",0,0,1,0,0,0,0,0,0.4
"978","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"979","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"980","RT HOW COME HE DONT WANT ME MAN ",0,0,0,0,0,0,0,0,0
"981","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"982","RT Hours of training for the Battle of Winterfell with the incredible Iain Glen aka ",1,0,0,0,0,0,0,0,0
"983","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"984","RT A chance to say goodbye ",0,0,0,0,0,0,1,0,0.25
"985","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"986","Next episode of GoT we ll see couple of more dragons Yep i m calling it now  ",0,0,0,0,0,0,0,0,0
"987","RT Look What You Made Me Do is literally Arya Starks kill list King of My Heart was influenced by Khal Drogo and Daenerys ",0,0,0,1,0,1,0,0,-0.65
"988","For everyone that needs closure from the saddest moment of television historyhere you go",0,1,0,0,1,1,0,0,-1
"989","RT Was the GoT Starbucks cup an accident or smart advertising ",0,0,0,1,0,1,1,0,0
"990","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"991","RT Im not crying you are ",0,0,0,0,0,1,0,0,-0.5
"992","RT Guys Imagine after all is said and done next week ends with young Bran waking up from his Season  coma an",0,1,1,1,1,1,1,0,-0.6
"993","RT My friends and I do a dinner every week with recipes from the thrones cookbook This week was epic ",0,0,0,0,0,0,0,0,1.4
"994","RT Looking forward to watching from behind my hands whats next for as in Episode  of ",0,0,0,0,0,0,0,0,0.6
"995","RT Exclusive new footage leaks from SE of ",0,0,0,0,0,0,0,0,0.3
"996","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"997","I cant even believe myself hoping for the Friday to pass by soon and get to Sunday regardless of Monday comes next ",0,0,0,0,0,0,0,0,0.6
"998","RT Exclusive new footage leaks from SE of ",0,0,0,0,0,0,0,0,0.3
"999","RT Jon A coffee for Jon please Sansa a coffee for AEGOR TARGARYEN  ",0,0,0,0,0,0,0,0,1
"1000","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
